score,genre,review
3.5,Comedy,isnt a great film by any means but if youre in the right mood it provides some laughs and it looks very handsome indeed
3.0,Comedy,little boy; mountain with secret; and in one scene 100 naked santa clauses running around like panicked reindeer they order these yuletides differently in lapland
4.4,Comedy,keaton has tapped into something truly special and deeply personal here and emerged at the helm of a movie thats a hall of mirrors that reveals a lot about us all
3.0,Comedy,johnny knoxville revives his old man character irving zisman for another crude and audacious comedy thats actually quite funny
3.0,Horror,probably the guiltiest of the guilty pleasure vampire flicks
4.0,Comedy,overall this is a silly romp through some of the best legends medieval britain has to offer intercut with some fabulously surreal animation
2.0,Comedy,disappointing british romcom that fails to provide either romance or comedy thanks to a patchy script some awkward direction and a painful lack of chemistry between the embarrassed looking leads
3.8,Comedy,this movies junky feel is part of its charm sure it goes on too long and repetition dulls its initial cleverness still deadpool is party time for action junkies and reynolds may just have found the role that makes his career
2.5,Comedy,my biggest complaint about the film is that it was too soft
3.8,Comedy,in any case the documentary is interesting as a human story and anyone who loves the kuchar brothers films or underground cinema in general will take extra pleasure in it
3.5,Comedy,the good times far outweigh the bummers in this wild heavy metal comedy that honors the music and the community
1.9,Comedy,seems to exist for no reason other than to suggest that crystal meth freaks are really scattered innocents looking for their next consciousness raising jolt
1.2,Horror,i frankenstein you bored blade in a blender
3.0,Comedy,weird reworking of night at the opera thats more peculiar than successful
5.0,Comedy,the style like the theme is poised gracefully between order and chaos
1.5,Comedy,this is definitely a case of a writer turned director that is too in love with his own script to make hard choices about what to keep and what to cut
4.0,Comedy,fun thrilling imaginative and tender with breathtaking cgi effects but its much funnier and exhilarating for kids adults will be often amused but theyll find that it lacks the wow! factor brilliance and genuine warmth of a truly classic pixar
3.1,Comedy,begin again doesnt fully trust the magic dan sees in music and as a result too often reverts to the banal of declaring what doesnt need to be said
4.0,Horror,the best horror film since the sixth sense the changeling and psycho with a timely halloween release its an eerie enigmatic scare story about a supernatural videotape sure its an implausible gimmick movie but how gullible are you i suspe
5.0,Comedy,an enchanting screen version that breathes new life into austens classic novel thanks mainly to a superb performance by keira knightley
4.0,Comedy,the story of a widows self transformation through generosity kindness and letting go
3.0,Horror,exposes a society riven by class warfare
1.5,Horror,i can name at least four people whod rather this flick be stricken from their resumes
3.8,Comedy,no abominable doesnt reinvent the wheel but it does deliver a lovely ride
1.9,Comedy,avoids originality as if it were an infectious disease
3.8,Comedy,has several parallel storylines and all of them work
3.8,Comedy,intelligence isnt always a character virtue from summer comedies but it is in this screenplay attributed to five writers who boldly mix rude sight gags with a thoughtful story about accepting maturity and the drawbacks of equality
2.0,Comedy,the simple strategy behind the film step one take an iconic scene from a popular film step two add either a) a black stereotype b) a fart a burp or some other bodily function or c) a gay joke step three double check its offensive
3.1,Comedy,it wont revive the flailing superhero genre but its a splendidly stupid indulgence that relentlessly raps at your funny bone
3.0,Comedy,leave your brain at the ticket desk and date movie will likely appeal bring it with you and you may as well have stayed at home
3.0,Comedy,glorified karaoke it may be but theres no doubt glees mush of pop covers and show tunes fills a kitsch niche for millions
2.5,Comedy,the story is rather creaky but who cares when the actors clive owen and juliette binoche are so sublime together
2.0,Comedy,responsvel direto pelo fracasso artstico de doce lar o roteirista c jay cox no consegue sequer aproveitar os pouqussimos momentos em que escapa da mediocridade
1.9,Comedy,so concerned about its plot that it doesnt pay much attention at all to its characters and therefore the film only comes off feeling even more empty headed
3.0,Comedy,its so rare these days to find a film that is about adults and for adults
3.1,Comedy,does any of this work sure but only through the graces of a cast that knows better than to play to our hearts
3.0,Horror,surprisingly anacondas turns out to be much more entertaining than it has any right to be
4.0,Comedy,donkey with his endless asides and phenomenally thick skin is as much of a pleasure as he was in the first film but he has a challenger puss in boots voiced by antonio banderas
3.0,Comedy,an engaging (and surprisingly entertaining) examination not of belief but of a believer a struggling soul who more often than not blocks her own path to paradise
3.8,Comedy,the colorful animation and resulting silliness should please both young and old
2.6,Comedy,a toothless lackluster and underwhelming satire thats less than the sum of its parts its a great idea poorly executed that said hong chau gives a radiant breakthrough performance that will put her on the map
3.0,Comedy,the lesson here is to realize when your cast is more talented than you and let them lead the way
2.0,Comedy,unpleasant and mean spirited
3.0,Comedy,its a slow moving but lightly charming story that brings back memories of the delightful julie andrews classic movie
1.0,Horror,a mess from start to finish though judging by the ending this story wont be over any time soon insidious chapter 2 is the kind of lazy halfhearted product that gives scary movies a bad name
1.9,Comedy,the sad thing here is that theres a terrific film trying to find its way to the surface
2.5,Comedy,another week another benign rock and roll romance
3.0,Comedy,oceans 8 is a good heist flick and comedy but more so its a first rate fairy tale of crashing one of the worlds most exclusive famous people parties
3.0,Comedy,at the heart of it lies a little story about love and acceptance that is actually rather bonny
4.0,Horror,if only most sequels were this good
3.8,Comedy,this one something of a b ish sci fi dramadey provides laughs as it provokes
4.4,Comedy,a bit contrived maybe but with olivers dryly hilarious voiceover ayoades eye for whimsically profound visuals and music by alex turner of arctic monkeys it makes more sense than it should
1.0,Comedy,how did kevin smith gain any fan base this clunker made a bundle
2.5,Horror,too much buildup and not enough payoff
1.2,Comedy,on a 1 to 10 scale of bad comedy (10 being the unfunniest) this one rates an 11
3.5,Horror,although the dialogue is often clumsy and the story quite silly in places this is a film that will delight genre fans
1.0,Comedy,this movie is not fair to either man or beast it makes all creatures seem annoying charmless noisy witless and unfunny unless you are fond of toilet and arse jokes
3.1,Comedy,men women & children may not be reitmans best but points to the canadian director for ambition and assembling an admirable cast with not a weak performance in the bunch
2.5,Horror,a stylish energy sustains this film even when it begins to drift into draggy incoherence
3.0,Comedy,a made to order cult item
3.0,Horror,the film sadly lacks the fresh originality of natalis previous films natalis film about dna splitting seems disappointingly recombinant
3.5,Comedy,imagine austin powers running into zoolander at a black panthers meeting
3.6,Comedy,not your mothers cop show but if you agree that owen wilson and ben stiller are a great comedy duo then youre probably going to enjoy it
3.1,Comedy,the outcome isnt exactly in doubt but the ride is pleasant enough along the way connell in particular gives a strong central performance and a couple of the musical numbers are infectious
3.8,Comedy,sandler it turns out is great with kids
3.0,Horror,you know it is silly and not realistic at all but its done with enough style to get you and make you smile
4.0,Comedy,the scripts musings on age and on whether it is a tyranny an irrelevance or both form the subtle spine in a movie with a loose louche invertebrate seeming charm
3.8,Comedy,a pleasant breeze that refreshes mostly because its a rare thoughtful comedy clearly intended for grown ups
0.5,Comedy,the film isnt terrible if youre say six because you simply dont know any better
3.8,Comedy,i expect to roll my eyes several times while the kids consume their dose of morality in contrast el dorado skips the preaching and focuses more on the comedy
2.5,Comedy,youve heard of the romantic comedy well this is a romantic depressive
2.0,Horror,there are a few tense moments but the plot is packed full of clichés imagine the radio is dead and theres a storm coming!
4.5,Comedy,victor and judy are so appealing and realistic in their lead roles that youll swear youre watching a documentary
2.5,Horror,frustratingly inconsistent
1.9,Comedy,the level of humor could be called sophomoric but that would insult most sophomores
5.0,Comedy,here are three generations of new york intellectualism and high minded artistic aspirations while that doesnt improve anyone in the clans health it can make for a fairly heartwarming and deliriously funny cult
3.8,Horror,the film achieves exactly the sort of fun fast paced vibe that both robert rodriguez and quentin tarantino were undoubtedly going for in [grindhouse]
3.5,Horror,the plot is fun the stories are creepy and i enjoyed every minute of it but just as is often true the books were better than the movie
1.2,Comedy,a mostly bitter sometimes downright grim fairy tale in which cinderella becomes a stoner and prince charming winds up getting his stomach pumped
3.1,Comedy,the beaver puts the focus back on mel gibson the actor not the tabloid nightmare
4.0,Comedy,embora no seja engraado como acredita ser a honestidade do roteiro em sua frustrao com a futilidade contempornea algo refrescante em meio a tantos projetos sem personalidade ou ponto de vista
2.5,Comedy,certain scenes come off as surprisingly entertaining while others just seem to drag on and on
4.5,Comedy,funny but yes also thought provoking and moving a serious man may be among the coens finest works and stands as one of the funniest freshest and smartest movies of 2009
3.0,Comedy,slapstick comedy feasts on the nerdiness of others
3.0,Comedy,its not the incredibles but it has a solid gag ratio and good animation (the spaghetti tornado is spectacular)
2.0,Comedy,a very stupid film thats almost watchable but doesnt really have any reason to exist
4.5,Horror,the best thing about identity cannot be put in a review i beg you all to close your eyes and ears to all press (except no spoilers cinerina!) until you have seen it
4.0,Comedy,an amiable comedy full of chase chase fall down chase
4.0,Comedy,imagine if you will a soccer team comprising of bruce lee jackie chan sammo hung sonny chiba and jet li now imagine their games were broadcast by the wachowski brothers if you wouldnt pay $8 to watch that team play theres no helping you
1.0,Comedy,a film so drained of entertainment or simple humanity it is difficult to relate to as anything other than industrial artifact
3.8,Comedy,welcome to the fourth installment of avast and the furious
3.1,Comedy,what was really clicking in a sort of albert brooks meets woody allen sort of way suddenly runs out of steam the laughs still there just now fewer and much further between
5.0,Comedy,an insta classic a dazzling captivatingly written adventure resonating with profundity about life and death memory and legacy graceful bittersweet and altogether astonishing coco understands with utmost clarity what it means to be human
3.1,Comedy,by the end i felt empty and unconvinced that id spent 103 minutes with genuine personalities
3.5,Comedy,its easy to point out the faults in were the millers because it is definitely not a complete comedy but it is the funniest one this summer
2.0,Comedy,it is the makers who should feel guilty
4.0,Comedy,paranorman is infectiously charming and just so much damn fun to watch
4.4,Comedy,as expected fozzie the bear and the old geezers statler and waldorf receive the lions share of the choice lines
4.4,Comedy,apatows awfully sharp as a chronicler of contemporary romantic anxieties
4.4,Comedy,you dont have to be an npr junkie to appreciate garrison keillor and robert altmans sweet gently funny tale about an old fashioned radio show taking its last bow
5.0,Comedy,a wonderful picture set in a world of silly heirs and sharp eyed dolls as remote from reality and yet wholly credible as that of p g wodehouse
3.0,Comedy,the night before stops short of being a holiday classic but like its three charismatic stars youll enjoy the ride while it lasts
2.5,Comedy,mistaking meanness for edge borderline racism for irreverence and disregard for women as boys will be boys solidarity this part ii is as horrifying as a saw sequel but with fewer laughs
3.5,Comedy,although its nice to see mackenzie find uplift in the erotic what helps drive mister foe is how deftly he turns chasm into intimacy between bell and myles both of whom give sharply observed charismatic portrayals
3.0,Comedy,for the most part i spy was an amusing lark that will probably rank as one of murphys better performances in one of his lesser praised movies
2.5,Comedy,producer bruckheimer and director hoyt h yeatman jr see no stylistic difference between the frenetic derring do of g force and the atmosphere of such bruckheimer hits as con air or the rock
2.0,Horror,cronenberg whose max renn might be seen as some sort of alter ego however absolves technology from its share of responsibility for media induced alienation
2.5,Comedy,bubba has a couple of terrific performances and some major laughs but its so badly paced that at only 92 minutes it seems overlong
1.5,Horror,please try harder next time
3.8,Comedy,for whatever imperfections it may have the combination of gru the minions some cool animation and a lot of wit make despicable me worth taking the whole family to see
4.4,Comedy,the movies story is nothing to write home about its pretty routine what makes the movie special is how its made nolte and murphy are good and their dialogue is good too quirky and funny
3.5,Horror,jane levy delivers an emotionally exhausting performance while this chillingly hair rising spotlight shines down on stephen lang dont breathe is a fiercely brutal plunge down the rabbit hole home invasion films wont see it coming
2.0,Comedy,this is a movie that comes across like it was written in a haze of pot smoke in a dorm room adorned with a scarface poster as a classic rock station played out the same old tired hits
1.0,Horror,relentlessly bloody and just as relentlessly idiotic deathtrap thriller for the saw crowd
3.0,Comedy,its a gentle warm big tent big budget comedy with all the rough edges rubbed off not an edge to be found
3.5,Horror,whereas kings short story ends ambiguously darabont has fashioned a denouement that just may be the most nihilistic i have ever witnessed in a film
2.0,Comedy,the filmmakers hope for a fable like charm rather than gritty credibility but the whole thing feels as cynical as the villagers convoluted mission
2.5,Comedy,as an animated film it may share the bright palette of a disney feature but its computer animation lacks the polish and detail of a pixar film
3.1,Comedy,when van wilder sticks to its wits its comedy is unstoppable but theres an equal (amount) of acute unoriginality and beyond belief bad taste
3.0,Comedy,bad boys ii is indeed one bloated loud frenetic slice of all around excess but its all in good summertime fun
4.0,Comedy,the soundtrack has a jaunty snap the dialogue crackles and theres a tingling frisson between bullock and blanchett not to mention a cheeky message of female empowerment too
4.4,Comedy,minor and adult with a bass note of ruefulness underpinning its frothy champagne nose
3.8,Comedy,rumor has it is a completely charming movie with terrific performances
4.0,Comedy,if you see only one film this year about a psychokinetic tire that roams the dusty american southwest exploding the heads of those get in his way it should definitely be quentin dupieuxs rubber
4.0,Comedy,the big sick will open your eyes to a culture many have never witnessed and a couple that is more mainstream than hollywood would typically care to admit
3.5,Horror,creaks and moans and goes bump in the dark like nobodys business
2.5,Comedy,despite the efforts of an impressive cast the film starts out stale and then just gets tedious
4.0,Comedy,boasts a more imaginative vision of mankinds collective follies than roughly 90 percent of theatrically released science fiction movies
4.0,Horror,a genre stretching horror melodrama crafted with extraordinary detail and style a touch languid its also mesmerising provocative unsettling and sensual
3.8,Comedy,this fun and exciting crowd pleaser generates lots of laugh out loud moments kids will be able to identify with the distinct personalities of these familiar lovable characters
3.0,Comedy,father daughter dramedy has mature themes swearing
3.0,Comedy,the movie is well cast
3.0,Comedy,an entertaining conclusion to the franchise one that parents should happily endure but lets hope thats all folks
3.0,Comedy,the scooby doo plot actually adds to the fun if you dont think about it too much and this shaft isnt here to be thought about its a cool time and great splash of summer action
2.0,Comedy,its a decent if unlikely premise but jesse peretzs film still falls somewhat flat there are a couple of notable comic high points but the movie is more a series of polite chuckles than belly laughs
3.8,Comedy,will it make you wince with embarrassment thats a promise will you also laugh in double time like a rockette
1.9,Comedy,fails to go the same distance its predecessors did in storytelling and just like the titles dubious twist on the common expression no one seems to know what it means
2.0,Comedy,[t]he film has some great moments mostly centered on miss caroline kicking ass and the kids being kids but theres too much emphasis on shock value humor and there isnt quite enough poking fun at the genre to make it a savvy send up
2.5,Comedy,one of those indie excursions to loserville that lasts an hour and a half but feels longer than roots
3.0,Comedy,fans of the novel can exhale finally; panic is unwarranted
2.0,Comedy,this is not without its attractions an occasionally waspishly witty script and some unexpected dramatic tangents but the characters never seem more than a casually bagged collection of tics and mannerisms
2.5,Horror,stewart is a fine talented actress and she ups the ante considerably here; her strong performance makes of twilight a far better film than it would have been with a lesser actress in the part
1.0,Comedy,the problem here is hollywood as ever committing a series of safe nostalgia fueled films that represent less risk than say actually making something new
3.1,Comedy,[gyllenhaal is] right up there with mcconaughey tom hardy and michael fassbender as one of the most interesting and edgy male leads in film today
3.8,Comedy,ralph breaks the internet is almost always inspired in the moment the story team has a good idea that worked in the first film and gives us more of that in a much bigger playing field
4.0,Comedy,its a riotous circus youd happily run away to
4.0,Comedy,a hilarious unexpectedly heartbreaking farce that proves that chris morris is still a hugely important voice in telling the stories that we find hardest to hear
3.8,Horror,a social satire that succeeds when it embraces its absurdity instead of trying to take itself too seriously [full review in spanish]
3.1,Comedy,youve been to worse weddings and just as many that were more memorable
3.5,Comedy,what could have been a rather nasty dark comedy is a wildly funny satire on the art of seduction
2.5,Comedy,as comforting a bit hokey and predictable as a cbs sunday night movie this intimate film should play well on television
2.0,Comedy,political comedy morphs into attempted thriller in this confused fitfully entertaining film
1.5,Comedy,so full of improbabilities (you begin to wonder if anyone connected with the film has actually been to new york) that the whole experience just becomes wearying
3.0,Comedy,an unusual time travel flick about a gifted match maker
3.8,Comedy,the two jakes allows nicholson to reprise one of his most memorable characters as a way of seeing whether hes still got it
1.9,Comedy,for a major theatrical animated feature uglydolls looks awfully cheap to the degree that one wonders why its makers didnt hire that game of thrones cinematographer to plunge the entire picture into indecipherable darkness
3.8,Comedy,thanks to wilsons sympathetic performance and pellingtons restraint henry poole is here may just succeed in warming hearts and lifting spirits
3.8,Comedy,susan sarandon is a star shining on her highest beams in a movie that the gifted writer director lorene scafaria turns into something far less clichd and more nuanced than the anatomy of a bossypants
3.0,Horror,lean and mean this basically does for crocodiles what open water did for sharks snap it up
4.4,Comedy,theres a lot of truth in gerwigs film  and theres also a sense of searching for that truth
3.0,Comedy,the sensitive young genius story has been done to death but apparently theres still room for the gentle nuance presented in a brilliant young mind
3.0,Comedy,an insightful glimpse into the mechanics of filmmaking
2.5,Comedy,might have been worth recommending had the film cut to end credits during a key sequence set to liz phairs count on my love unfortunately director scott hicks trudges forward with plotting that gets dumber by the minute
3.8,Horror,if loving s o a p is wrong i dont want to be right
2.0,Comedy,its relaxed amusing and warm but nothing rings true
0.0,Comedy,crass ugly and mean spirited college is so lowbrow that it makes porkys look like casablanca
2.5,Comedy,comparing frank capras mr deeds goes to town and adam sandlers new remake is like viewing a rolex against a cheap knockoff
2.0,Horror,the movies gloomy atmosphere is fascinating though even if the movie itself doesnt stand a ghost of a chance
3.8,Comedy,some nice performances and modest laughs highlight this amiable british comedy about a young man who goes off to bristol university in the mid 80s and does what young people naturally do when they go to college
3.0,Horror,creepy and funny and would be great as a midnight movie
3.1,Comedy,happy yet hapless the comedy is sort of like a high school reunion good times in theory but anticlimactic and disappointing once you actually show up
3.0,Comedy,am i going to sit here and call this the citizen kane of charlies angels movies reader you know i am
2.0,Horror,in times when the contents are viralized the story of a video recorded in vhs that must be copied to end with the curse that causes death to those who see it is as ridiculous as the existence of this film [full review in spanish]
2.5,Comedy,the films humor  tends toward the mean spirited and cynical throughout which ultimately makes [the] inevitable happy ending ring all the more false
4.4,Comedy,with deeply felt performances from matt damon and hong chau and startling special effects in miniature alexander paynes sci fi satire brims over with the pleasures of the unexpected
1.7,Comedy,rodriguez squeezes humor out of the bland writing regularly but there arent too many actual jokes its all hyperactive situational stuff
2.5,Comedy,makes me wonder if an easter bunny movie isnt just around the corner
4.0,Comedy,a hilarious hip twist on the superhero genre gone are the superpowers the 100 inch chests and holier than thou attitude
5.0,Horror,ainda hoje permanece como um dos melhores do gnero
2.5,Comedy,a floundering action comedy with an interesting premise that self destructs in its second half
2.0,Comedy,approaching the complexities of adult life and the strife of facing the past in such a shallow fashion dulls both the comedy and drama
1.0,Comedy,as for the political commentary  its as toothless as a disney channel movie
3.5,Horror,gonjiam haunted asylum generates fear [full review in spanish]
2.0,Horror,somewhere in between the second and third act it takes a hard left turn into a field full of stupid the remaining minutes feel rushed and generic
2.5,Comedy,young people are likely to find this more appropriate and bewitching than do their elders the latter are likely to feel less gleeful in the presence of heroes who rob and steal
3.8,Comedy,should be required viewing for the creator of mallard fillmore and others who believe bilingualism is somehow a threat to u s security
4.5,Comedy,hilarious
2.5,Comedy,despite its shortcomings at its best dinner for schmucks has moments of charm and amusement
3.0,Comedy,neither directors pierre coffin and chris renaud nor screenwriters ken daurio and cinco paul try to hide much which isnt to say there arent some laughs
4.0,Comedy,philip seymour hoffmans directorial debut is a showcase for four passionate authentic performances
5.0,Horror,sudden sharp shocks are contrasted with beautiful cinematography moments of giddy freedom are followed by severe punishment and its decidedly powerful stuff
3.8,Comedy,tangled is fine and it may lure some people into the theater with its digital look and 3d gimmick but its probably not going to be anyones favorite
2.0,Comedy,it forgets to pause and consider what romance is really about and its not about trying to be the new love actually
0.0,Comedy,utterly lacking in charm wit and invention roberto benignis pinocchio is an astonishingly bad film
2.0,Horror,after three installments this blade is getting rusty
4.4,Comedy,it has the heart and humor of toy story kid friendly cuddliness of monsters inc or finding nemo and the kinds of adult gags and action sequences that yield bursts of energy in the incredibles
2.5,Comedy,it almost works as a nice little film but its not the kind of story we want from kevin smith
2.5,Comedy,the movie suggests we get the government we deserve but do we really deserve this movie
3.0,Comedy,its really complicated see theres these bad guys and then jackie chan beats the crap out of them
3.5,Comedy,as an origin tale it is a sharp and sophisticated piece of storytelling
3.5,Comedy,while there are delightful moments its never quite the knockabout slapstick comedy that the trailer suggests
2.0,Comedy,the one ray of sunshine surely anything with the word last in the title is incapable of spawning a sequel
1.5,Comedy,[a] painfully unfunny carbon copy
0.6,Comedy,more disconcerting is the idea put forward that self indulgence is a substitute for structured education or more to the point that its a substitute for life
2.0,Comedy,as trite as the framework is dear god might have been a charming holiday film if only its miracles werent so trite
3.5,Comedy,its a western were starved for a good one this isnt it but hey its a western btw john c reilly is really good in this
2.5,Comedy,there was a time when i could say i never met an al pacino movie i didnt like oh well all things must pass
3.0,Comedy,for those who know the broad strokes of the events who are familiar with the potential of the director and his eyewatering cast this often feels like the tip of a very big very solid very rich iceberg
5.0,Comedy,inspiring heartrending funny sad surprising and richly imagined
2.5,Comedy,its a fun idea but quite awkwardly staged and in the end not particularly engaging
4.4,Comedy,one of the best films ever made from a neil simon play
0.6,Horror,the plot involves  excuse me for a moment while i laugh uncontrollably at having written the words the plot involves
4.0,Horror,drag me to hell isnt a classic by any means but feels like a palate cleanser before the next big project and anything that washes the taste of spider man 3 out of raimis mouth can only be a good thing
3.0,Comedy,on the surface the hot chick is not so hot loud vulgar and contrived for starters but beneath its crass veneer this film from adam sandlers happy madison production company proves as provocatively subversive as his eight crazy nights
1.9,Comedy,dropping madea into a comic halloween adventure should have been a recipe for fun dropping her into one that recycles jokes and celebrates the virtues of beating children proves to be the exact opposite of fun
4.4,Comedy,if this one isnt quite up to the high standards of many of the other keaton titles of the period its still a worthy achievement
4.4,Comedy,as interested in dissecting the psychology behind the jokes as telling them
2.0,Comedy,beyond showcasing pacinos enduring skills and exploiting our weakness for injured animals manglehorn doesnt seem to have a purpose
3.8,Comedy,a glorious mess
3.5,Horror,few works of horror have the power to both scare and make your heart swell relic is among the class and one of the years best terrors
4.0,Comedy,mccarthys third creative collaboration with her husband director ben falcone is funnier and fresher than their previous work together (tammy the boss) thanks to its supporting cast and surprising depth
1.0,Horror,when all is said and done legion is all talk and no do a prude film with some seriously wasted potential its boring slow paced and takes itself way too goddamn seriously
3.0,Comedy,there are opportunities to have a good time with this film if you are a forgiving sort
4.4,Comedy,romantic honest and touching all the kinds of things one wants from a smart rom com that refuses to be guided by the genres tropes
1.9,Comedy,everything in this hoax is a cliché inspired by a dozen other b movies about the same subject from no strings attached with ashton kutcher to friends with benefits with justin timberlake
3.0,Comedy,the acting and improv by the whole cast is sublime
3.8,Comedy,trust me parents youll be seeing this film more than once
1.0,Horror,it opts for less of the same old thing but with more cruddy cgi and even more predictable results
3.8,Comedy,ultimately as crafted as killing them softly is its less satisfying than either the sopranos or goodfellas still dominik and his cast cruise some very mean streets indeed
3.8,Horror,if you keep your expectations reasonable its suspenseful and fun
3.0,Comedy,one of john sayles lesser films but arquette and spano are good and sayles manages to make an opposites attract story that doesnt seem stale
4.0,Horror,the hunt puts the f u in midnight fun as no sides are safe in this middle finger cultural roast thats as loudly defiant as it is proudly blood soaked
2.5,Comedy,instead of the focused emotions found in the best merchant ivory films le divorce sinks with the teams worst traits too many characters crowd too many locales
1.0,Comedy,neil simon on auto pilot; the results are dreadful
1.0,Comedy,i thought it was a complete mess i thought the teenage dialogue was puerile and that was a shame because daniel waters wrote the screenplay for heathers which is one of the really nice films about school but that was a long time ago
4.4,Comedy,tony wilsons and 24 hour party peoples tossed off philosophy was that the worst of times like the best pass away never truer than in the fickle music industry a free form view of a freefall where artifice and artistry tumbled head over heels
4.0,Horror,with annabelle creation sandberg successfully moves the james wan iverse forward with an unyielding sense of glee and i think hes done something very special with his latest film
4.0,Comedy,amy adams in the best performance of the young year
3.0,Comedy,what this movie gets right despite its many flaws is its identity as a horror comedy focused on social issues
4.0,Comedy,this bittersweet yet uplifting dramedy is writer director jason reitmans best work to date and a surefire oscar contender
4.0,Horror,the golem delivers a unique story rooted in jewish tradition that is both beautiful and disturbing
3.0,Comedy,by and large the script by tony geiss and judy freudberg and the direction by ken kwapis dont strain for yuks; what they seek and more often than not attain is a tone of kindly kidding
1.0,Comedy,despite the talent involved this fails to raise so much as a smile let alone laughs and christmas cheer
4.0,Comedy,consistently very very funny stuff
3.5,Comedy,always be my maybe is a love letter to modern asian american culture that allows its characters to be multidimensional instead of turning them into cardboard cutouts
4.5,Comedy,the christmas chronicles despite my initial reservations turns out to be an emotional yet family friendly holiday film that should hold up for many years to come
1.9,Comedy,for his feature film debut director yann samuell mainlines into amelie for inspiration but can scarcely muster a contact high
2.0,Comedy,get smart is made up of feeble and funny jokes brand actors and enough special effects to give you some bang for your summertime buck
2.0,Comedy,the film very quickly passes its sell by date
3.0,Horror,an evocative experience thats high on mood and short on shivers
3.5,Comedy,surprisingly gentle in most of its humor and its gore quotient making you wonder who exactly it was aimed at
3.8,Comedy,the film isnt particularly deep but its well written well acted and often laugh out loud funny
3.0,Comedy,funny movie about relationships not for kids
3.0,Comedy,[smallfoot] questions if what we believe is the truth a powerful message in a society flooded with decontextualized information [full review in spanish]
4.5,Comedy,imagine a movie in which wile e coyote jackie chan and the three stooges share top billing thats kung fu hustle
3.8,Comedy,whether you like it or not roman polanski is a great artist and even the minor films of his fugitive decades glimmer with the claustrophobia and sardonic bleakness of his greatest work
1.0,Horror,the suck principle is making up for lost time its almost bad enough to implicate its predecessors
2.8,Comedy,given the theme the unfocused scattershot narrative of wtf is understandable while this may frustrate some viewers the film works largely through an endearing performance by tina fey
3.8,Comedy,blades of glory doesnt reinvent the wheel in fact its knowledge of the wheel probably doesnt extend beyond of cheese and of fortune
4.0,Horror,there are many levels of horror present in z as it attacks audiences physically mentally and emotionally
3.6,Horror,with nixey directing and del toro writing/producing dont be afraid of the dark drips with fiendish fun from creators who adore things that go bump in the night
4.4,Comedy,a pepperpot bubbling with pungent insights and sharp wit
2.0,Comedy,this knockabout comedy is no more vulgar than most contemporary childrens films and more good natured than many
4.0,Comedy,di gregorios directorial debut is an unpretentious delight it may be small in scale but its also warm hearted amusing and observant and features endearing performances from its ensemble cast
4.0,Comedy,with this richly enjoyable movie comedy maven judd apatow has found a new register to go with his habitual stories of middle aged angst and disillusion
4.0,Comedy,sassy sparky hilarious
3.0,Comedy,the heist is never as thrilling as it should be oceans 8 is a typical by the numbers heist caper that never turns into something special
1.9,Comedy,yet another lazily kid pleasing comedy about a man unprepared for fatherhood whos suddenly saddled with children who hate his guts and whom he must win over in order to make time with their hot single mom
2.5,Comedy,unfortunately it loses its sense of humor as it gets more desperate to find its way to the end
2.5,Horror,the film is a squeamish exercise like watching a cruel child pull the wings off flies
4.0,Comedy,finds a satisfying rhythm by combining feel good vibes with crabby comedy and family strife
3.8,Horror,a beautifully realized semi pretentious almost forgotten mini classic of atom age after the bomb poetry and paranoia five sketches its post disaster environment with admirable economy; it now seems more like an art film than a genre effort
2.0,Comedy,this grossout comedy takes de niro fans into a new emotional phase that i can only call post despair we are past being astonished and horrified
3.8,Comedy,is there such a thing as a gateway drug for horror films if so paranorman might be just the ticket
3.1,Comedy,theres enough here for a fine half hour tv special to air around halloween just after its the great pumpkin charlie brown but not enough for a 90 minute feature
5.0,Horror,fine version of classic horror/love story/tragedy  music of course
0.6,Comedy,you have to wonder about the mentality of anyone who would want to use the cannonball run pictures as inspiration
2.0,Comedy,a so so family sports comedy that aims a weak satirical kick at the divided soul of the american middle class dad as personified by will ferrell
3.5,Comedy,woody allens latest is a pure relationship fest but the audience cant help but be transfixed ( a little threatened ) by bardems stare a thoroughbred cast and crew makes a very watchable romantic tryst but no classic
5.0,Comedy,this film has been done with such professionalism its a delight
2.5,Comedy,spanglish is a nails on the chalkboard movie that wants to be sweet natured
2.0,Comedy,an uninspired comedy that runs the full gamut from characters being punched in the groin/face to being shot in the face/groin until everything culminates in an expensively pointless action finale
3.1,Horror,in fact the films central twist hinges on the audience becoming as enamored with her as jack does and the fact this never happens puts the jacket in a hole right from the word go
2.5,Comedy,a rather crude strongly self indulgent and often repetitious comedy that nonetheless was largely amiable and good natured
1.0,Comedy,tedious at 89 minutes the entire concept could be subtitled the joy of vandalism its a terminally boring layover
5.0,Horror,both lancaster and stanwyck are excellent
3.8,Comedy,kaufman spews a biting satire of the fast food industry and the evils of saturated fat and marketing saturation
3.8,Horror,just because a remake is unnecessary doesnt mean it isnt any good
3.1,Comedy,a unique twist on a tired genre turns into a tired twist on a unique genre
2.5,Horror,worst of the series
3.0,Comedy,one must be brave to re write the story of an almost universal character like santa claus but klaus takes on the challenge with cunning sympathy and humor [full review in spanish]
1.0,Comedy,blending cgi and live action this squeakquel to the witless 2007 kids film proves just how dangerous such technology is when placed in the wrong hands
2.5,Horror,ravenous is unlike anything else and even if its not to my own specific taste i have great respect for its unrepentant weirdness
2.5,Horror,a money grab about pop up scares and bloated special effects
