score,genre,review
3.1,Drama,a harrowing evocation of life as a trauma survivor
4.4,Drama,not so much a movie you watch as a movie you survive
4.5,Comedy,its remarkable how all the moving parts of static cling coalesce in one perfectly paced thematically coherent special thats still consistent with the old shows appeal
3.8,Comedy,a big part of why the film stays enjoyable is that instead of watching a movie star play an unknown youre watching an unknown play an unknown
5.0,Drama,a genuinely entertaining movie with characters we love and characters we love to hate sensuality and violence tragic events and laugh out loud moments
3.0,Horror,while there is a well maintained sense of lurking discomfort the gotcha scenes feel a little cheap
2.5,Drama,theres a fine and dark romantic soul to this film  but its not enough to compensate for a story that spins in circles predictable as a carnival ride only not as exhilarating
4.4,Comedy,a sweet yet subtle romantic comedy that seduces you more with humor and compassion than with its kinky premise
3.5,Comedy,in many ways frankenweenie is the apotheosis of tim burtons style as well as a reminder of his strengths and weaknesses; it is emotionally neutered and keen to self plagiarise but beautifully formed and a lot of fun
4.0,Drama,jewel does a remarkable job of encapsulating the essence and sound of this legendary and beloved american character
3.8,Comedy,salvation boulevard wins exclusively on the strength of its cast
2.5,Comedy,what should be a breezy hand waving romp turns out to be a misshapen lazy flop one moment it soothes the heart with sweet music and the next it fries your ears with feedback
3.0,Drama,nicholson as border cop is interesting casting
5.0,Action,all the tropes are genre highs from the iconic title song to the archetypal cool car to the endlessly quotable sadistic one liners
3.0,Drama,mostly its fine the acting is fine the writing is fine the story is fine there are a few laughs
4.0,Drama,the sum is something deeply profound about awkwardness culture clash failed connections and ultimately the strength that comes from surviving a trial by fire
2.5,Comedy,this had two good laughs and some chuckles its stupid but it works on its basic level
1.0,Comedy,seeking a friend for the end of the world is as insufferable as its title
3.8,Drama,a deliberate yet mostly compelling drama
3.5,Comedy,swings from dark comedy to political message film to science fiction with occasional dips into noir religion and even a musical number featuring justin timberlake
4.4,Drama,do not take your children to this movie!!!
4.0,Drama,a gem of art cinema and a miracle of animal wrangling
2.5,Drama,ponderous plodding soap opera disguised as a feature film
3.8,Drama,chilean director sebastin lelio stalks his heroine around santiago with the enthusiasm of a man whos discovered a new wildlife species in remote madagascar
3.6,Horror,generally does its job well delivering thrills and creepiness with a great look and a high energy halle berry performance
2.5,Drama,boasts excellent actors a good story and no particular point
2.5,Drama,the more you think about what really happens in cocktail the more you realize how empty and fabricated it really is
4.0,Drama,rousing bicycle race story is a family favorite
1.0,Drama,sheridans adaptation of sebastian barrys man booker shortlisted novel begins portentously and spirals downwards from there
3.8,Drama,while the events in moonlight mile arent autobiographical you get the feeling that the emotions are its that authenticity that makes the movie worth seeing
4.5,Drama,fascinating and brutally realistic
4.2,Drama,the films denouement is without question one of the best exercises in sustained and controlled excitement ive seen in a movie in a long while
5.0,Drama,what happens in sin city feels like what might have been going on in those 1940s and 50s crime pictures when no one was looking
3.5,Drama,arthouse filmmaker harmony korine (mister lonely) comes dangerously close to making a mainstream movie with this blackly comical thriller
1.0,Action,ill take ludicrous stallone action flicks from the late 80s for $500 alex
4.0,Drama,the flood offers a timely and urgent reflection on the current refugee crisis masterfully acted touching and brilliantly measured throughout a must see
4.5,Drama,in brady corbets knockout second feature natalie portman delivers an all stops out youve never seen her like this tour de force as a swaggering rock diva who takes no prisoners
3.8,Comedy,the picture is a beautifully foreboding storybook sprung to life mixing guffaw inducing comedy frightful fantasy and resonating drama without missing a beat
2.5,Comedy,the first movie was complete and did not require or deserve a sequel which this new movie proves
3.5,Drama,chloe is enjoyable but it starts out by promising to be considerably more
2.5,Drama,rudd and roberts are great but the movie is too dull and predictable
2.0,Comedy,like a supermarket enchilada it initially seems appealing but you quickly realise it lacks flavour
3.0,Drama,robot & frank does not quite deliver a killer punch but its an engaging humane fantasy
4.0,Drama,jolies is a lean direction with a fine eye for evocative composition and a blistering sense of outrage cloaked equally well in the tension of shocked silence as in the expected wails of anguish
4.0,Comedy,comedy and absurd action taken to the limit that although it could fall into oblivion like any film of this type we are before a product a little more interesting than it seems in the beginning [full review in spanish]
1.2,Drama,the kind of american independent quirkfest that needs to be quarantined and examined not valorized
4.0,Drama,in the same way ben kingsley was born to play gandhi daniel day lewis was born to play the 16th president of the united states; its a wholesale suspension of disbelief
5.0,Comedy,crazy joe dante at his absolute best
1.5,Drama,while the movie will probably rake in big bucks from her built in fan base (and their moms) the decision to showcase her dramatic chops may not have been in cyrus best long term interest
4.5,Drama,most importantly though selma reminds us where the violence started with the insidious everyday practice of denying african americans their legal right to vote
3.0,Drama,queens biopic is more tender romance than historical saga
4.0,Comedy,susan sarandon is terrific as the evil queen; timothy spall pops up like a well used wart; and james marsden is the terrifically thick and handsome prince
3.1,Drama,while jacobson doesnt excuse dahmers horrific actions  he always goes for empathy with the character and sometimes comes unforgivably close to presenting dahmer as a kind of gay transgressive icon
3.5,Drama,the film weaves a new narrative of deep sympathy for lizzies situation but its painfully slow pacing keeps the impactful moments too detached that being said sevigny and stewart are great
3.5,Action,the action is exciting and even better theres humor and heart
3.0,Drama,its a throwaway movie a harmless time waster but itll make money and moviemakers and viewers alike will most likely have a cheerful time with it
2.0,Comedy,[a] goofy and derivative supernatural action adventure based on a comic book series by peter lenkov
4.0,Drama,a compelling and poignant anatomy of an over the hill wrestlers encounter with the excruciating pain and isolation of loneliness
3.0,Comedy,chaotic and crude but its lack of sophistication feels like a badge of honour
2.0,Drama,citizenfour exists so skip this silliness
5.0,Drama,the 96 minute running time passes by much too quickly instant likability is the best tag for one of the best documentaries of the year
2.5,Drama,the point is to show the misery of a underprivileged woman ahead of her time but so much dedication for such a small payoff makes you wonder why
3.8,Drama,meryl streep once again proves to be working on another plane than the actors around her
2.0,Drama,the studios stunning textures and vibrant details still give poppy hill that ethereal quality sure to mollify nostalgic ghibli fans but its strengths are fastidiously undone by a predictable and underwhelming plot
1.9,Horror,its brave bold ambitious and not very good
2.5,Comedy,as usual haddish steals the show opposite her hart seems like hes trying way too hard to coax a laugh from the audience
4.2,Comedy,a great political pot boiler
1.2,Horror,antal is a little too gleeful in showing the dank motel and the seedy snuff films suggesting the movies biggest vacancy is in its makers souls
3.0,Drama,its impossible not to warm to the movie which combines a quirky showbiz tale with stiff upper lips in war torn london
3.0,Action,saving the day (well more or less) are the assets craig and fiennes (naturally) lea seydoux as a particularly appealing bond girl and christoph waltz who was born to play a bond villain
5.0,Drama,an amazing and magical film!
3.8,Drama,[an] elegant cold to the touch blend of drama and gothic horror
4.4,Drama,her is the gravity of inner space
3.8,Drama,dillon is an utterly excellent actor without ego
4.0,Drama,this is not your daddys western
2.0,Drama,the rest of the movie sadly cant live up to its leads
1.0,Action,honestly the god awful no budget grade z 1959 potboiler teenagers from outer space had more integrity than does this piece of militaristically oppressive micromanaged tripe
3.8,Comedy,a screwball hit man comedy in the grosse pointe universe its like what youd get if nora ephron wrote true lies while high
3.0,Drama,its a lot of fun once youre over the weirdness of tom hardy in a big franchise movie
3.9,Drama,after spending 90 minutes with characters like swanson and his friends no one will want to resemble them in any way whatsoever that alone makes the comedy a success
2.0,Drama,while the end result does garner a fair amount of entertainment it also leads the audience through a muddled almost non existent plot visually dark sequences that cause eyestrain and more disappointment at the underutilization of star charlie hunnam
3.5,Drama,hacksaw ridge is drenched in the blood of the fallen and the mud forever caked on the boots of those who survived to tell the tale its the closest thing to feeling as though youve marched a mile in those shoes
3.8,Drama,relationships between men and women fathers and sons are more complicated in real life and the boys are back deftly acknowledges that fact
2.5,Action,the space between us is what it looks like when a promising premise is betrayed by a dumbed down hackneyed screenplay
3.1,Action,jolly old school bond if a tad low in spectre gadgets
2.0,Drama,the movie insists on an unearned sentimentality and nostalgia about a situation and a period that is never fully evoked or explored
4.0,Comedy,mixing elements of frisky french farce with middle class american comedy its complicated is a daffy and delectable spree
2.5,Drama,a doubly tired remake first of the infinitely better 1997 film from japan and second of virtually any cliche you can imagine from situation comedies
3.0,Horror,taken as a ghoulish fairground ride james wans grand guignol shocker eventually delivers the jolts and thrills it promises
1.0,Drama,robin hood is beyond saving not because it reeks of cynicism it does but because it felt that it could get away with this; and that is unforgivable
3.2,Action,fantastic beasts and where to find them is a fine time but it wont exactly sweep you up into new york citys wizarding world
5.0,Action,on the surface avengers infinity war feels like the usual winning formula but as the film unfolds you realise it is a monumental undertaking gradually emerging as the war and peace of superhero movies
3.5,Horror,dark skies is a good story well told and one that keeps you on the edge of your seat
1.9,Comedy,the goods which shows signs of considerable tinkering in the editing room is understandably not getting a hard sell at all by its studio
2.0,Drama,its a curiously flat affair the passage of time never really evoked and with the exception of a wheezing rickman the acting lacks any dramatic let alone romantic spark
2.0,Drama,doesnt break any new ground in fact it resembles any number of quirky indie character pieces
2.0,Comedy,in the films attempt to straddle feel good and feel bad ultimately one feels nothing
5.0,Drama,murnau masterpiece; gorgeously shot and acted
3.1,Drama,the more the film balks at meeting viewers halfway the more frustrating it becomes like the wizard of oz after hes revealed to be a charlatan it promises to take us down a yellow brick road toward enlightenment but it leads us off a cliff instead
3.0,Horror,an extremely gory but never completely gripping horror
5.0,Drama,truly epic
5.0,Comedy,not since lenny bruce has a comedian pointed a spotlight on people with such observational precision
4.0,Drama,the kind of confident debut that radiates personality and visual flair while retaining a quietly fluttering heart
5.0,Drama,what you dont expect is how deeply it cuts and how much you care about the characters and the people caught in the crossfire of their impossible dreams
4.0,Drama,thompson and james proved themselves yet again as two of the most gifted actresses in hollywood today
3.5,Comedy,christopher robin is feel good merging pooh piglet eeyore and the gang into the live action seamlessly often with slapstick and crazy antics its also essentially a moving and uplifting story about a man having a mid life crisis
2.0,Comedy,as the movies title implies hes been updated now hes possessed by the devil
1.5,Comedy,an average hollywood romantic comedy
5.0,Drama,sideways is the best comedy of 2004 in fact its so far the best movie of the year
2.5,Drama,the wheels of the contrived screenplay turn so loudly you can almost hear them creaking
1.5,Drama,where human centipede 2 surprisingly works is as a comedy like a barf bag version of the room
3.5,Drama,with its dense examination of legal philosophy its probably going to interest law graduates more than anyone else but for the patient viewer the conspirator is a treat of performance and benefits from robert redfords typically stately direction
4.0,Drama,continues the directors streak of reliably elegant original works making the case once again that there are few other european directors working today who can match his particular blend of thought provoking artful yet wholly accessible cinema
4.4,Action,if you havent seen writer director george millers mad max in quite some time then its very likely youre not even remembering it right
2.5,Action,for all its silly goings on senseless violence and perpetual empty motion one may still find a few pleasures
3.5,Comedy,a serious examination of the funny bone thats pretty uproarious in its own right
3.1,Comedy,sometimes delightful sometimes tedious always creative
4.0,Drama,a funny and somehow touching treatment of sadomasochistic behavior at the workplace spader and gyllenhaal are fantastic
3.8,Drama,corbet has apparently gotten the same memo as other directors that its better to leave the audience wanting more and to top the film with a flourish
2.0,Action,there is one terrific twist at the end that just about redeems the lazy plot but by then weve been subjected to so many preposterous set pieces that weve stopped caring
3.0,Drama,its no masterpiece but for good natured escapism the latest mummy adventure gives indiana a run for his money
3.8,Drama,unlike most political biopics director paolo sorrentinos film is pure exuberant razzle dazzle including ironic voice over playful graphics and a blackly humorous montage of the natural deaths that came to andreottis rivals
2.5,Action,a movie that never stops feeling like an advertisement for itself
3.8,Drama,streep manages to transcend the material and outshine her other fellow cast members to such a degree that you wish they and the material were at least as good as she is
3.8,Drama,the film transcends its action branching out into a poignant often scathing and even occasionally blackly humorous meditation on the human condition at its best and worst
3.1,Comedy,it may not leave any kind of lasting impression but as a pleasant throwaway night on the couch with a bucket of popcorn you could certainly do a lot worse
4.5,Drama,on each level the human the futuristic the romantic the legal the ironic it remains consistent and compelling steven king and m night shyamalan take a lesson
2.0,Action,that the supporting cast really neednt have bothered showing up is the closest stallone gets to a decent joke
3.1,Action,resident evil may be brain dead but its great popcorn entertainment nonetheless
2.0,Drama,an anaemic true crime story which its high rolling leads are unable to save with their star wattage
3.0,Drama,though this title is profound in parts and even moving too you always anticipate the curb your enthusiasm soundtrack to kick in every time norman gets himself into a spot of bother
3.0,Drama,90s drama about vietnam vet has language violence
2.0,Drama,resurgence is left feeling like a derivative mash up of bigger better franchises
3.8,Action,prince caspian has pretty much something for everyone built into it little of it may be exceptional but much of it goes beyond the usual pg standard in thoughtfulness and craftsmanship as well as carnage
3.0,Drama,daniel radcliffe is authentic as the gullible gay poet from paterson new jersey in this seedy subversively stylish melodrama evoking nostalgia for a hallucinogenic period almost seven decades ago
5.0,Drama,hud understands that torches are more often extinguished than passed
2.0,Comedy,this is probably not quite as dreadful as it could have been but still guarantees much molar grinding
5.0,Drama,this is one of the years most subtly moving films and a strong affirmation of coppolas substantial talent
2.5,Comedy,kids will love the funny antics and parents might enjoy that carrey is not over the top
3.8,Drama,maybe only grown ups should see this movie you know people who have gotten over the pains of unrequited love (hollow laugh)
1.9,Comedy,every romantic comedy clich gets played out but merely re enacting those clichs in an arch tone isnt funny enough
1.9,Comedy,there does reach a point at which one cant help but shake their head at the relentless needlessness of it all
3.1,Drama,its too bad that the requirements of plotting require movies like this to crank up the event count when actually what works is just the daily minutiae of bernadettes life
2.5,Drama,perhaps my affinity for the character blinds me to the films greater flaws but maybe it also mediates against reflexive film critic cynicism
4.0,Comedy,mid90s the first feature directed by actor jonah hill is in many ways a remarkable debut
3.8,Drama,this is a film about the abuses of privatization and presents a negative view of what might happen if corporate america gets control of the business of corrections
3.0,Drama,its hard not to fall in love with the film
5.0,Drama,clark is not some objectified outside adult observer making an after school special but an artist who has made a leap into this teenage mindscape
3.0,Drama,one day perhaps an hbo mini series will tackle this cultural face off and blow our minds in the meantime check out trumbo
3.8,Drama,the writer director builds on his tremendous gift for gab and fondness for intricate narratives
4.0,Drama,theres so much going on behind murrays sad eyes that words arent necassary a great performance
2.5,Action,it exists in a land of middle of the roadness one that does nothing spectacularly but can be admired for staying as uncompromising as it is
3.0,Action,the decision of using practical effects instead of cgi add much more value and realism to this horror tale [full review in spanish]
3.0,Drama,[w]hile for all its jauntiness and whimsy johnsons script is serious enough to keep us guessing to the end
2.5,Drama,blends the narrative the dancing and the music in a vibrant way that hasnt been captured before otherwise its really just more of the same
2.5,Drama,joe nobody becomes joe somebody after he gives it to the man
3.0,Drama,its just a shame the script doesnt push the humour further; brief amusing put downs arent quite enough to make this a bonafide comedy but if youre looking for a well performed drama about dementia youve got it
5.0,Drama,if love truly does overcome all things then this is its ultimate test and hanekes searing vision is destined to haunt until our dying day
1.5,Drama,the eye is the latest western deconstruction of a successful asian horror movie and it is louder and more literal than its inspiration
3.0,Action,disappointing make up showcase disguised as a thriller
1.5,Comedy,months of frances life pass in minutes yet those minutes feel like an eternity thanks to non action and uninspired editing
2.5,Comedy,a fluffy souffl starring two of the biggest names in french cinema potiche is dated and theatrical but provides a few gentle laughs for those who dont mind frothy french farce
5.0,Drama,a wild and weird romantic story about the intimate relationship between a lonely man and his computer operating system who calls herself samantha
4.0,Comedy,this film is well written well acted well designed and an impressive directorial debut from larson her next work should be much anticipated now
4.0,Drama,red tails is all broad strokes and i have to admit that it stroked me good
1.0,Comedy,it makes the godfather part ii taxi driver and raging bull all suddenly seem like a long time ago and far away
1.9,Drama,i continue to consider cage a gifted (if uneven) actor but a movie like seeking justice challenges my faith
2.5,Action,it is okay even desired that movies like need for speed embrace a popcorn munching frivolity and sense of fun but there still needs to be an underlying accountability for its subject matter and onscreen figures meant to be rooted for
1.2,Drama,because dark secrets always summon flashbacks the telling of toms plunges us back to greenwich village circa 1973 sideburns sprout classic rock proliferates and lapels run amok then the horror really begins
4.4,Drama,sadly effective with two standout performances
3.8,Comedy,audiences can be grateful for the unique absurdist dimensions and freewheeling irreverence of adams which place the film in its own category of science fiction comedy
4.4,Drama,eyes wide shut is a fitting coda to a career that engaged and puzzled always and simultaneously
3.0,Drama,a grindhouse inspired concoction that may not contain a shred of originality but it is executed with unbridled bombast and glee
2.8,Comedy,its so ineffectual and unfocused that after its over youre not even sure you watched a movie
3.8,Comedy,the music is glorious
3.8,Drama,the movie benefits from the affable work of its various performers
1.9,Drama,he look of love forgets all the other senses when it comes to getting what makes paul raymond so fascinating desensitizing us to caring even less about him than the 60th breast that flashes across the screen
2.5,Comedy,an amusing if not exactly original african american variation on meet the parents
3.1,Drama,a watchable but never pulsating portrait of mayoral wheeling dealing
5.0,Drama,a british golden oldie worthy to be placed alongside classics such as ira levins the stepford wives or rosemarys baby
1.0,Comedy,mike and dave need wedding dates also needs a lot of other things such as a better screenplay better jokes better editing and a better movie
3.0,Drama,garrone has confounded expectations with this light fellini esque send up of reality television and the celebrity it has spawned
1.0,Horror,its not the worst looking or shoddiest made horror movie to come down the pike in recent memory but its assuredly near the top of the list if one were ranking them based on overall boredom and tedium
4.0,Drama,fascinating overlooked reworking of leo the last
3.5,Horror,in spite of its many faults the strangers prey at night is entertaining [full review in spanish]
4.0,Drama,capernaum is worth the price of admission just for zain al rafeeas wonderful performance alone
5.0,Drama,a bold mix of the craft and akira
3.1,Action,the story is just not strong enough to carry the entire movie
4.0,Drama,stewart has crafted a sober unsensational account of baharis ordeal almost completely devoid of the trademark mischievous wit that marks him out as one of the worlds most popular presenters
3.1,Drama,despite some thrilling combat choreography executed with flair by mma champ gina carano steven soderbergh clearly phoned it in here
1.2,Drama,the filmmaking here is so incompetent and laughably awful that it recalls the work of schlockmeister ed wood
3.8,Action,for those invested in the marvel superheroes it ranks high up there its not the avengers or iron man but its better than most of the rest of them
3.0,Drama,undeniably pleasing if not particularly memorable
2.5,Action,this is the sort of asinine action exercise that needs a star to blow up cars and leap from rooftop to rooftop with gusto so right about the time that travolta curses out the charles de gaulle customs staff we know this movie has found a reason to be
5.0,Drama,[a] great classic
2.5,Action,its a lot of whiz with very little bang and by the time the forgone cliffhanger conclusion rolled around i was teetering on the edge of boredom so fully that the incredulity of the last scene didnt bother me near as much as it should have
4.0,Drama,welcome to me is character comedy at its finest and most perfectly judged as the quirky powerhouse kristen wiig takes on the role of a lifetime
1.0,Comedy,though it aspires to be like chaplin or tati its more like a bunch of terribly earnest clowns from the cirque du soleil performing a self consciously cutesy politicised version of mission impossible
3.1,Comedy,marvelous will smith and his mostly watchable supporting cast soldier on bravely but theyre marching straight into quicksand
3.0,Horror,who needs a coherent text when youve got all this american carnage to watch
4.3,Comedy,rushmore reeks with style and simply oozes charisma from camera angles and composition to editing and a terrific soundtrack
3.0,Drama,a film that anyone under twelve will positively adore but the problem with disney these days is that theyve forgotten how to please the adults as well as the children
3.0,Drama,the film is caught in this weird headspace of succeeding at its basest level despite missing the opportunity to excel at its loftiest instead
3.8,Drama,the whole film is a great piece of eye candy with many la sites and a lot of music and action
1.2,Comedy,no movie has pursued its own wretchedness with such ferocity
3.8,Drama,habitual duplicity and backstabbing create a stimulating deceptively intricate plot maze in this sharp shrewd but not showy remake
4.0,Action,its a paean to pop culture a love letter to the 80s and a glorious good hearted adventure that will please kids and remind grown ups how they felt watching spielbergs early works the first time around
2.0,Drama,burt reynolds is fun but the movies as lifeless as demis fake breasts
4.0,Drama,poignant lightly philosophical and beautifully performed
4.0,Comedy,with as many successes that adult beginners has and they have plenty there are a number of small flaws that hold it back
5.0,Drama,sunset song is a reminder of what british cinema can be and do when not enthralled to trends or traditions
2.9,Action,the film didnt work as well as i hoped it would going in  while the film offers some intriguing scenarios  there is a lot left lacking as a film to itself
4.4,Action,this is bond like youve never seen him and a dynamite daniel craig never better in the role nails bonds ferocity and feeling skyfall is smashing just smashing
4.5,Drama,apollo 13 gets my blanket recommendation
2.5,Action,the actual movie fails to do justice to its premise
3.1,Drama,it confuses length with profundity and offers too little of interest to its audience while asking for too much emotional investment in return
4.0,Comedy,imagine the spirit of amelie poulain the quirkiness of a wes anderson film and the humor of monsieur hulot or charlie chaplin all set in jolly ol england
3.0,Drama,an affecting if not always satisfying portrait of the strong willed leader humbled by age
4.0,Action,what the film lacks in originality it makes up with thrilling action
2.0,Horror,laughworthy bumps in the night creaky rocking chairs a demon infested basement and more gliding baby carriages than an 80s de palma film
5.0,Drama,the movie avoids melodrama; instead its just extraordinarily intimate with touches of visual poetry like the pigeon that gets into the apartment and wont leave an image of our own heedless tenacity
2.5,Comedy,it seems well curious that former child star ron howard the beloved opie himself should have carved out a profitable side career as a despoiler of classic childrens picture books
3.2,Drama,its characters are two dimensional and its conflict too easily resolved
2.0,Drama,se não fosse por vin diesel o título de velozes e furiosos serviria apenas para descrever a forma e o humor do público ao sair do cinema
4.4,Comedy,the flick brings two hours of great big sloppy buck wild laughs by morphing into a cross between meet the parents and some like it hot
2.0,Drama,the greatest john g avildsen movie john g avidlsen never made olmos is far more understated than the average tough teacher is in this kind of film
4.0,Comedy,a mis mash of styles makes this film as genre defying as it is compelling
0.0,Drama,if the western genre is struggling its because of terrible movies like this one
3.3,Horror,this isnt an instant classic but it definitely reaffirms that wan can do some interesting things within the horror genre
3.8,Action,in shazam! the positives outweigh the negatives the films fresh aspects are strong enough to keep the stale ones at bay
2.5,Comedy,while not a lot of hell baby works the movie does seem destined to be the sort of acquired taste howler that will most likely attract people who recognize how ridiculous horror movies can be and of course stoners
3.0,Comedy,the glorious julianne moore is the best reason to see this american adaptation of sebastián lelios chilean film
4.0,Drama,tough worthy stuff
3.0,Comedy,lets be cops is an amiable watch that succeeds in spite of its many flaws but you cant help but wonder what someone like kiss kiss bang bangs shane black or superbads greg mottola might have done had they got hold of it
2.5,Action,these are ideas and spectacles  in search of an actual story
3.1,Drama,a frustrating intriguing failure
2.8,Drama,an often meandering dull and underwhelming coming of age drama that fails to be genuinely moving or profound
3.0,Action,prince of persia the sands of time is the first popcorn hit of the summer a mindless high fructose high octane adventure that demands very little of your intellect but is sure to get your heart racing
4.5,Action,brilliant
3.8,Drama,but then kit written by ann peacock and directed by patricia rozema is that rare all ages movie that never talks down to its audience and isnt afraid to use history to illuminate current times
3.0,Drama,its all a little rough and ready and by its nature rather repetitive but as a look inside a normally hidden part of an already insular culture knuckle packs a genuine punch
3.0,Horror,clumpy gore laden inglorious fun thats a structural sham but gets by on frights and freaky demon monsters! mtdty provides cracking comedy amongst the gunk but the clumsy script gawky dialogue and strained duration are hard to disregard
4.0,Drama,an anguished achingly affecting incandescent coming of age story shattering stereotypes of the lgbtq community
1.2,Drama,even the ice pick looks like it really doesnt want to be there
4.4,Drama,the film benefits from strong leads in washington and patton
3.0,Comedy,for the most part its an easy and happy stretch big on slapstick and jokes that groan rather than gross out
3.0,Drama,maybe its me but i prefer my quirky comedies without a side of holocaust
2.0,Drama,all the necessary components are there but this slickly constructed machine only scratches the surface
4.5,Drama,mary kay place offers a performance of modest yet immodest grandeur one that is measured yet oh so effortless at the heart of diane her emotional breadth in the narrative directorial debut of kent jones is essential
1.2,Comedy,this movie feels like it was the product of some court ordered community service
2.0,Drama,surprisingly watchable up until its late headlong plunge into tv movie blandness
4.0,Drama,superbly adapted with blistering performances from taylor and hepburn
3.0,Action,a passable postscript to avengers endgame but a marvellous ode to tony stark
3.8,Drama,it may not be a pretty picture but a tale of two sisters is definitely a satisfying piece of less is more cinematic horror
4.5,Drama,who in the audience smoker and nonsmoker alike can walk away from this film without a deeply felt sympathy for its hero jeffrey wigand
4.4,Drama,that these non actors are able to so convincingly bring this highly emotional fictional story to life is the true mark of a master filmmaker at work
4.0,Drama,follows the traditional hollywood rags to riches tale but throws in unexpected grit and top class drama
1.2,Comedy,you might say that when it comes to misfires this prince rules
3.8,Drama,an amusing cynical black comedy about our national addiction to tragedy and our commoditization of grief
4.0,Drama,pitch perfect acting and a fine control of high emotion that never slips into treacly sentiment distinguish this small and lovely ensemble piece by writer director ira sachs
4.4,Comedy,fans of wallace and gromit may be puzzled by a visual disconnect in flushed away they will certainly however be delighted by the unrelenting whimsy and fast paced gags of a story that never slows down to think about where its going next
2.5,Action,although there are some fun sequences and genuine wonder to behold the film is a pandering noisy visual mess with a thin plot and even thinner characters
2.5,Horror,although not exactly a hidden gem from the glory days of american studio horror firestarter is still worth a watch (if mostly for the notability or notoriety of its cast)
1.0,Drama,after about half an hour i found myself thinking how much nicer it would be to go for a decent walk myself which isnt really the reaction this sort of movie is supposed to elicit
4.0,Comedy,an example of quiet confident craftsmanship that tells a sweet charming tale of intergalactic friendship
5.0,Drama,the art direction in rome is amazing [full review in spanish]
3.1,Drama,although its not possible to argue that philip roths 1997 pulitzer prize winning book couldnt be made into a powerful compelling film this isnt it
2.5,Drama,a seriously misguided and misbegotten remake
2.5,Drama,all that really emerges is that terrence malick has stanley kubrick style fermented into a filmmaker with a glacial output who begs to be deciphered rather than enjoyed
3.0,Drama,its a curious film beautifully rendered and at times deeply moving yet somehow i reckon managing to be too scary and confusing for most children yet too childlike and simplistic for many adults
2.5,Comedy,poms manages to be a decent feel good movie [full review in spanish]
3.0,Drama,what ruins the fun is the prattling need for structure outside the central rivalry
2.5,Comedy,ive never been a fan of the shrek movies and the third entry in the series dutifully continues with everything they do thats annoying and irrational
3.8,Action,everyone involved genuinely seems to believe in the power of imagination to enliven and enlighten the darkest realities and thats a magic this film captures beautifully
2.5,Drama,novocaine isnt the kind of movie you can really sink your teeth into but it is a nice passing fancy a creative spin on a classic crime form that has just enough bite
5.0,Drama,theres much wit here bang up action scenes and a twisting plot that will make sense to those who truly care to follow it may this latest incarnation of the series live long and prosper
3.1,Action,flashy on the surface tears of the sun is shallow at the heart
3.0,Horror,theres something charming about it as if all the tacky aspects of the 1950s (and again im talking about the white squeaky clean small town 1950s) were distilled into a fast moving 86 minutes
2.0,Drama,in a better movie you might play along with contrived plot twists and fake obstacles but watching i do a movie with thin characters and a languorous pace you find yourself talking back to the screen
4.4,Drama,tom hanks was born to play sully
1.2,Comedy,while i have a notion of what tom green is trying to accomplish i cant find any appreciation for why hes doing it
3.1,Drama,with at eternitys gate go for van gogh and stay for dafoes measured excellence
5.0,Drama,in my opinion it is one of the two best films to emerge from a very strong decade of cinema
2.0,Drama,if hemsworth would just smile a bit more and not garble his lines like a doped up sly stallone maybe id have bought the preposterous plot
3.0,Drama,although the film delves into an interesting topic black marketeers trading in human flesh the approach is far too clinical
1.5,Horror,even those who are deathly afraid of clowns will have trouble finding enjoyable bouts of horror in this survival thriller
3.0,Drama,its well paced a little crazy and creepy but thats how it built up the character and the tension
1.9,Comedy,you can argue quality you can argue taste but you cant argue the phenomenal success of these cheaply made joke fests
2.0,Drama,the films told with a holocaust thriller edge yet it never quite thrills nor enlightens especially given the rich historical material at hand
2.0,Comedy,meyers who is 65 is so intent on selling this nostalgic vision of her peers she turns a blind eye to some uncomfortable truths about the generational dynamics in which she plays
3.0,Comedy,friends with benefits is exceptionally entertaining definitely one for date movie devotees
2.5,Action,its a little too close to suicide squad in one all important regard take away harley quinn and youve got no movie
2.5,Drama,[o]verlong and contextually lacking
4.5,Drama,anomalisa is an honest melancholic movie that resonates deeply with its compliments of diversity [full review in spanish]
4.0,Drama,with raw emotional scenes but a great deal of deadpan humour the witty script really hits it out of the park
3.0,Horror,overall a mediocre film with a few adequately chilling moments
2.5,Comedy,in all the worst parts of the smurfs can probably be summed up in two words smurf rap
3.1,Drama,its as much of a guilty pleasure as the loud adrenaline fueled original maybe more so because it yields even lower expectations
2.5,Action,sadly crimes of grindelwald does not work on its own merits fans of the franchise will still find an enjoyable adventure in their beloved wizarding world
2.5,Drama,for someone with great visual command of the medium singhs latest is a disappointment
4.4,Drama,finchers electrifying storytelling makes the most of unsettling visuals large casts complex plots and sharp dialogue
1.5,Horror,i saw the lords of salem i didnt really like it!
3.0,Drama,perfectly watchable if pretty forgettable family adventure flick
3.1,Comedy,the cornball humor and aw shucks demeanor often make the disney channel seem edgy by comparison
3.8,Drama,come february it might be very fashionable to present streep with another oscar
3.1,Drama,a stiff upper lip melodrama thats semi spoiled by a disappointing bit of miscasting
1.0,Comedy,its as if like the rest of the cast in this riotous non event [mcconaugheys] having so much fun making the film that he simply doesnt care good for him
3.8,Action,smarter than most contemporary thrillers
4.0,Drama,ali is played brilliantly by will smith
